state,LGA,market,latitude,longitude,pricetype,category,commodity,quantity,unit,year,month,price (NGN)
Borno,Biu,Biu,10.61,12.19,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,August,29792.0
Borno,Biu,Biu,10.61,12.19,Retail,cereals and tubers,Yam,2.5,KG,2017,August,433.0
Borno,Biu,Biu,10.61,12.19,Wholesale,oil and fats,Oil (palm),100.0,L,2017,August,8511.0
Borno,Biu,Biu,10.61,12.19,Retail,oil and fats,Oil (palm),1.0,L,2017,August,553.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,August,38080.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,August,29008.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,17650.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,August,24000.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,August,30000.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,25000.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,August,37560.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,18500.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,August,26000.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,cereals and tubers,"Rice (milled, local)",50.0,KG,2017,August,26000.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,oil and fats,Oil (palm),1.0,L,2017,August,560.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,August,29500.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,28000.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,August,35000.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,18020.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,August,31536.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,cereals and tubers,Yam,2.5,KG,2017,August,470.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,oil and fats,Oil (palm),1.0,L,2017,August,506.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,pulses and nuts,Cowpeas (brown),1.0,KG,2017,August,376.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,32632.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,August,32500.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,14640.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,August,29600.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,"Rice (milled, local)",100.0,KG,2017,August,29600.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Retail,cereals and tubers,Yam,2.5,KG,2017,August,743.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,August,30000.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,25728.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,August,30400.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,17100.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,August,23900.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,oil and fats,Oil (palm),1.0,L,2017,August,504.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,August,33880.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,27960.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,August,29040.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2017,August,167.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2017,August,177.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2017,August,161.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2017,August,164.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2017,August,151.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,14164.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,August,36620.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,28020.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,August,36148.0
Lagos,Kosofe,Sabo,6.61,3.4,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,21180.0
Lagos,Kosofe,Mushin,6.61,3.4,Retail,cereals and tubers,Yam,2.5,KG,2017,August,570.0
Lagos,Kosofe,Mushin,6.61,3.4,Wholesale,oil and fats,Oil (palm),1.0,L,2017,August,533.0
Lagos,Kosofe,Mushin,6.61,3.4,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,August,32220.0
Oyo,Ibadan North,Oje,7.4,3.92,Wholesale,cereals and tubers,Millet,100.0,KG,2017,August,19000.0
Oyo,Ibadan North,Bodija,7.4,3.92,Retail,cereals and tubers,Yam,2.5,KG,2017,August,378.0
Oyo,Ibadan North,Sango,7.4,3.92,Retail,pulses and nuts,Groundnuts (shelled),1.0,KG,2017,August,363.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2017,August,170.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2017,August,162.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Millet,2.6,KG,2017,August,743.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Rice (local),2.7,KG,2017,August,1591.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Sorghum,2.7,KG,2017,August,779.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Yam,2.5,KG,2017,August,565.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,pulses and nuts,Beans (red),2.5,KG,2017,August,2052.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,pulses and nuts,Beans (white),2.5,KG,2017,August,1719.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Onions,0.5,KG,2017,August,69.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Oranges,400.0,G,2017,August,65.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Tomatoes,0.5,KG,2017,August,50.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Sorghum,2.7,KG,2017,August,758.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Yam,2.5,KG,2017,August,625.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,pulses and nuts,Beans (red),2.5,KG,2017,August,1927.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,pulses and nuts,Beans (white),2.5,KG,2017,August,1719.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Onions,0.5,KG,2017,August,69.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Oranges,400.0,G,2017,August,90.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Tomatoes,0.5,KG,2017,August,50.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Watermelons,2.1,KG,2017,August,190.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Millet,2.6,KG,2017,August,743.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Rice (local),2.7,KG,2017,August,1639.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Sorghum,2.7,KG,2017,August,727.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Yam,2.5,KG,2017,August,585.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Beans (red),2.5,KG,2017,August,1979.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,25760.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Tomatoes,0.5,KG,2017,August,40.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Watermelons,2.1,KG,2017,August,175.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,cereals and tubers,"Rice (milled, local)",50.0,KG,2017,August,27992.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,cereals and tubers,Yam,2.5,KG,2017,August,305.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,oil and fats,Oil (palm),1.0,L,2017,August,479.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,August,24788.0
Borno,Biu,Biu,10.61,12.19,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,September,30980.0
Borno,Biu,Biu,10.61,12.19,Retail,cereals and tubers,Yam,2.5,KG,2017,September,285.0
Borno,Biu,Biu,10.61,12.19,Retail,oil and fats,Oil (palm),1.0,L,2017,September,567.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,35500.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,September,35500.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,September,32100.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,cereals and tubers,Millet,100.0,KG,2017,September,11000.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Retail,cereals and tubers,Yam,2.5,KG,2017,September,403.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,22333.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,September,22500.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,September,25500.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,cereals and tubers,"Rice (milled, local)",50.0,KG,2017,September,25500.0
Kaduna,Giwa,Giwa,11.28,7.42,Retail,cereals and tubers,Yam,2.5,KG,2017,September,313.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,oil and fats,Oil (palm),1.0,L,2017,September,500.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,23833.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,September,25933.0
Kaduna,Giwa,Giwa,11.28,7.42,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,September,33833.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,cereals and tubers,Millet,100.0,KG,2017,September,13115.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,oil and fats,Oil (palm),1.0,L,2017,September,533.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,September,26710.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2017,September,13000.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,"Rice (milled, local)",100.0,KG,2017,September,23000.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,oil and fats,Oil (palm),1.0,L,2017,September,449.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,27000.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,September,21450.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Millet,100.0,KG,2017,September,11800.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,September,20800.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,oil and fats,Oil (palm),1.0,L,2017,September,504.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,35900.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,September,22550.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2017,September,177.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2017,September,160.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2017,September,167.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2017,September,151.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,September,25300.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Retail,cereals and tubers,Yam,2.5,KG,2017,September,408.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,September,31180.0
Lagos,Kosofe,Mushin,6.61,3.4,Wholesale,cereals and tubers,Millet,100.0,KG,2017,September,20875.0
Lagos,Kosofe,Sabo,6.61,3.4,Wholesale,oil and fats,Oil (palm),1.0,L,2017,September,546.0
Lagos,Kosofe,Balogun,6.61,3.4,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,32950.0
Lagos,Kosofe,Mushin,6.61,3.4,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,September,33250.0
Lagos,Kosofe,Sabo,6.61,3.4,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,September,28140.0
Oyo,Ibadan North,Oje,7.4,3.92,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,September,31000.0
Oyo,Ibadan North,Oje,7.4,3.92,Retail,cereals and tubers,Yam,2.5,KG,2017,September,280.0
Oyo,Ibadan North,Oje,7.4,3.92,Wholesale,oil and fats,Oil (palm),1.0,L,2017,September,466.0
Oyo,Ibadan North,Bodija,7.4,3.92,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,24000.0
Oyo,Ibadan North,Bodija,7.4,3.92,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,September,31500.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2017,September,209.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2017,September,161.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Millet,2.6,KG,2017,September,743.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Sorghum,2.7,KG,2017,September,519.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Bananas,1.3,KG,2017,September,200.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Onions,0.5,KG,2017,September,125.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Oranges,400.0,G,2017,September,100.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Spinach,300.0,G,2017,September,100.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Tomatoes,0.5,KG,2017,September,100.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Watermelons,2.1,KG,2017,September,400.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Millet,2.6,KG,2017,September,557.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Rice (local),2.7,KG,2017,September,1543.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Yam,2.5,KG,2017,September,363.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,pulses and nuts,Beans (white),2.5,KG,2017,September,1250.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Bananas,1.3,KG,2017,September,150.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Oranges,400.0,G,2017,September,100.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Watermelons,2.1,KG,2017,September,300.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,cereals and tubers,Millet,100.0,KG,2017,September,13000.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,September,35500.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Yam,2.5,KG,2017,September,363.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,oil and fats,Oil (palm),1.0,L,2017,September,522.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Beans (white),2.5,KG,2017,September,1458.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,September,28200.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,September,19375.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Spinach,300.0,G,2017,September,50.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Tomatoes,0.5,KG,2017,September,70.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,September,25700.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Retail,cereals and tubers,Yam,2.5,KG,2017,September,260.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,oil and fats,Oil (palm),1.0,L,2017,September,492.0
Zamfara,Kaura Namoda,Kaura Namoda,12.6,6.59,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,September,28230.0
Borno,Biu,Biu,10.61,12.19,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,13100.0
Borno,Biu,Biu,10.61,12.19,Retail,cereals and tubers,Yam,2.5,KG,2017,October,260.0
Borno,Biu,Biu,10.61,12.19,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,October,29840.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,13000.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,October,22000.0
Jigawa,Kaugama,Gujungu,12.36,9.58,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,October,21050.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,16250.0
Kaduna,Lere,Saminaka,10.42,8.68,Retail,cereals and tubers,Yam,2.5,KG,2017,October,190.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,oil and fats,Oil (palm),1.0,L,2017,October,385.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,October,37000.0
Kaduna,Lere,Saminaka,10.42,8.68,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,October,26505.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,9750.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,"Rice (milled, local)",100.0,KG,2017,October,23500.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Retail,cereals and tubers,Yam,2.5,KG,2017,October,650.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,oil and fats,Oil (palm),1.0,L,2017,October,431.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,October,18200.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,October,19000.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,11760.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,October,21950.0
Katsina,Dandume,Dandume,11.42,7.2,Retail,cereals and tubers,Yam,2.5,KG,2017,October,325.0
Katsina,Dandume,Dandume,11.42,7.2,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,October,22350.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,9955.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,October,24480.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Retail,cereals and tubers,Yam,2.5,KG,2017,October,320.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,oil and fats,Oil (palm),1.0,L,2017,October,408.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,October,31400.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,October,19500.0
Kebbi,Gwandu,Gwandu,12.49,4.64,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,October,27935.0
Lagos,Kosofe,Sabo,6.61,3.4,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,16700.0
Lagos,Kosofe,Sabo,6.61,3.4,Retail,cereals and tubers,Yam,2.5,KG,2017,October,525.0
Lagos,Kosofe,Balogun,6.61,3.4,Wholesale,oil and fats,Oil (palm),1.0,L,2017,October,513.0
Lagos,Kosofe,Sabo,6.61,3.4,Wholesale,pulses and nuts,Cowpeas (brown),100.0,KG,2017,October,33000.0
Lagos,Kosofe,Mushin,6.61,3.4,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,October,32550.0
Oyo,Ibadan North,Sango,7.4,3.92,Wholesale,cereals and tubers,Millet,100.0,KG,2017,October,18000.0
Oyo,Ibadan North,Bodija,7.4,3.92,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,October,30400.0
Oyo,Ibadan North,Bodija,7.4,3.92,Wholesale,cereals and tubers,"Rice (milled, local)",50.0,KG,2017,October,30400.0
Oyo,Ibadan North,Oje,7.4,3.92,Retail,cereals and tubers,Yam,2.5,KG,2017,October,293.0
Oyo,Ibadan North,Sango,7.4,3.92,Wholesale,oil and fats,Oil (palm),1.0,L,2017,October,453.0
Oyo,Ibadan North,Oje,7.4,3.92,Wholesale,pulses and nuts,Groundnuts (shelled),100.0,KG,2017,October,31500.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Rice (local),2.7,KG,2017,October,1591.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Sorghum,2.7,KG,2017,October,571.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,cereals and tubers,Yam,2.5,KG,2017,October,363.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,oil and fats,Oil (palm),1.0,L,2017,October,933.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,pulses and nuts,Beans (red),2.5,KG,2017,October,1250.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Bananas,1.3,KG,2017,October,200.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Onions,0.5,KG,2017,October,250.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Oranges,400.0,G,2017,October,100.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Spinach,300.0,G,2017,October,125.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Tomatoes,0.5,KG,2017,October,100.0
Yobe,Geidam,Geidam,12.89,11.92,Retail,vegetables and fruits,Watermelons,2.1,KG,2017,October,100.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Millet,2.6,KG,2017,October,539.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Rice (local),2.7,KG,2017,October,1302.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Sorghum,2.7,KG,2017,October,779.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,cereals and tubers,Yam,2.5,KG,2017,October,302.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,oil and fats,Oil (palm),1.0,L,2017,October,900.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,pulses and nuts,Beans (red),2.5,KG,2017,October,1458.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,pulses and nuts,Beans (white),2.5,KG,2017,October,1354.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Bananas,1.3,KG,2017,October,200.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Spinach,300.0,G,2017,October,50.0
Yobe,Nguru,Nguru,12.87,10.45,Retail,vegetables and fruits,Watermelons,2.1,KG,2017,October,250.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,cereals and tubers,Rice (local),100.0,KG,2017,October,35250.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,cereals and tubers,Sorghum,2.7,KG,2017,October,779.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Beans (red),2.5,KG,2017,October,1615.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,pulses and nuts,Beans (white),2.5,KG,2017,October,1458.0
Yobe,Potiskum,Potiskum,11.71,11.08,Wholesale,pulses and nuts,Cowpeas (white),100.0,KG,2017,October,31250.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Onions,0.5,KG,2017,October,125.0
Yobe,Potiskum,Potiskum,11.71,11.08,Retail,vegetables and fruits,Oranges,400.0,G,2017,October,100.0
