state,LGA,market,latitude,longitude,pricetype,category,commodity,quantity,unit,year,month,price (NGN)
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2006,June,148.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,June,125.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2006,June,136.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2006,June,148.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2006,June,129.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2006,June,126.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2006,October,3000.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2006,November,3100.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,January,3050.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2007,January,109.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,January,90.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2007,January,110.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,January,97.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,February,2423.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,February,89.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2007,February,110.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,February,102.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,March,2395.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2007,March,103.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2007,March,113.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,March,91.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2007,March,100.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2007,March,123.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,March,119.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,April,2270.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2007,April,123.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,April,100.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2007,April,122.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2007,April,120.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,June,2235.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,July,2270.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,August,2450.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,September,2450.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2007,December,4310.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2008,January,5100.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,January,182.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,January,129.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,February,152.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,February,175.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,February,142.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2008,March,5240.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2008,March,185.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,March,164.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,March,159.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,March,182.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2008,March,172.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,March,170.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2008,March,187.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,March,167.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,March,166.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2008,April,173.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,April,149.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,April,148.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2008,April,166.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,April,170.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,April,171.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,April,169.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,May,174.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,May,191.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,May,201.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,May,184.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,May,162.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,May,166.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2008,June,6000.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2008,June,248.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,June,179.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,June,234.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,June,161.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,June,174.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2008,July,6500.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2008,July,254.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,July,205.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,July,204.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,July,257.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2008,July,214.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,July,244.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2008,August,242.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,August,224.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,August,194.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2008,August,197.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,August,217.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,August,166.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2008,September,6600.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,September,170.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,September,176.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,September,196.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2008,September,182.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,September,186.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,September,151.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,September,147.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2008,October,5200.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,October,150.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,October,172.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2008,October,143.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,October,143.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,October,153.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,October,145.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2008,November,172.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,November,152.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,November,187.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2008,November,167.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2008,November,182.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2008,December,4000.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2008,December,155.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,December,120.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2008,December,175.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,December,167.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2008,December,171.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2008,December,147.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2008,December,145.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2009,January,144.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Millet,1.0,KG,2009,January,158.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,January,4500.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2009,January,157.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,January,149.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,January,128.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2009,January,187.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2009,January,152.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,January,151.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2009,January,151.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2009,February,190.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,February,4700.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,February,146.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2009,February,183.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2009,February,145.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,February,142.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2009,February,191.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2009,February,153.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,February,157.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,May,4600.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,June,4800.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Millet,1.0,KG,2009,July,164.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,July,185.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,July,6400.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,July,194.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,July,180.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2009,July,177.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,July,170.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2009,August,181.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Millet,1.0,KG,2009,August,174.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,August,152.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,August,6000.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2009,August,161.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,August,174.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2009,August,189.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2009,August,174.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,August,172.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2009,August,208.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2009,August,180.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,August,172.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Millet,1.0,KG,2009,September,145.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,September,135.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,September,142.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2009,September,186.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2009,September,164.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,September,163.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2009,September,196.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2009,September,178.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,September,174.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2009,October,130.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Millet,1.0,KG,2009,October,109.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,October,112.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,October,4000.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2009,October,103.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,October,129.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,October,130.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2009,October,145.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2009,October,180.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2009,October,166.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,October,160.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2009,November,159.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,November,132.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,November,4100.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2009,November,93.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,November,126.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2009,November,149.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,November,140.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2009,November,169.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,November,150.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2009,December,170.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,December,143.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2009,December,5300.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2009,December,154.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2009,December,181.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,December,151.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2009,December,161.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2009,December,153.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2009,December,183.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2009,December,172.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2010,January,180.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2010,January,161.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2010,January,176.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,January,171.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2010,January,185.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,January,172.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Millet,1.0,KG,2010,February,147.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,February,137.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2010,February,4800.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,February,137.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Maize,1.0,KG,2010,February,166.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2010,February,166.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2010,February,162.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Millet,1.0,KG,2010,February,167.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2010,March,160.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Millet,1.0,KG,2010,March,144.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2010,March,4900.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2010,March,153.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2010,March,168.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,March,142.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,March,156.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Maize,1.0,KG,2010,March,173.0
Sokoto,Gada,Illela (CBM),13.64,5.28,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,March,160.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Maize,1.0,KG,2010,April,167.0
Jigawa,Maigatari,Mai Gatari (CBM),12.78,9.44,Wholesale,cereals and tubers,Sorghum,1.0,KG,2010,April,139.0
Kano,Dawakin Tofa,Dawanau,12.09,8.43,Wholesale,cereals and tubers,Millet,100.0,KG,2010,April,5500.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Maize,1.0,KG,2010,April,173.0
Katsina,Jibia,Jibia (CBM),13.08,7.24,Wholesale,cereals and tubers,Millet,1.0,KG,2010,April,190.0
Katsina,Mai'Adua,Mai Adoua (CBM),13.18,8.23,Wholesale,cereals and tubers,Millet,1.0,KG,2010,April,178.0
